Time(s),A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
8.270,982.8089,1003.1429,1055.9118,1091.6234,984.3621,997.9077,1024.5349,1080.7345,972.0832,982.6802,1069.3412,1176.2336,961.9547,961.4633,957.4668,1271.0843,947.2990,1114.3388,1078.0775,966.0618,974.6990,989.0780,990.4649,1067.6244,1061.3094,1134.4380,1090.5497,972.4757,1070.1408,971.8620,1054.3848,1018.8823,953.1399,1012.3762,992.5888,1017.4492,967.4650,1017.8839,996.4182,958.2125,954.0358,957.8737,997.3854,306.1434,952.5725,987.4659,1029.6849,1001.2002,675.8826,1259.2088,767.6758,818.0988,1024.7987,975.5355,970.8457,1208.4952,801.7379,900.7227,948.0237,1218.6376,1160.0000,980.6090,961.8809,946.2417,1119.6318,1188.0797,963.1917,956.0688,964.9313,917.7582,1225.3829,927.7471,1011.7532,1043.5167,932.2889,1155.4356,1096.4734,1005.5391,965.1205,1078.3840,949.5861,943.0234,665.9231,800.9073,1000.0000,999.4848,952.5060,1379.1948,1298.4786,550.9893,998.5799,999.0249,859.2592,952.9001,1150.0000,592.8896
8.280,986.4487,1004.0539,1050.6825,1110.4178,984.6069,1001.0308,1026.0630,1073.1714,982.5343,989.2916,1061.3155,1180.6748,966.1068,970.3129,952.3555,1271.3681,949.6361,1117.3659,1078.6071,961.3127,962.2854,988.5003,992.3516,1052.4900,1057.2228,1149.7365,1097.1877,976.6178,1084.7317,972.8339,1052.4379,1022.4481,965.5230,1011.4841,992.7213,992.9179,972.5630,1009.1812,997.8995,959.4397,951.9405,958.0850,1024.5115,299.9563,957.4679,967.4878,1033.8102,987.3029,671.6900,1262.4407,758.6020,822.8758,1020.0863,980.1040,976.9342,1210.1375,812.5425,907.9984,954.3248,1213.5602,1160.0000,968.3277,946.4147,959.8212,1127.5329,1181.4443,1008.4807,959.6363,953.8239,914.3999,1224.1162,1009.6399,995.4984,1029.4732,938.0239,1157.5348,1096.9277,1005.5704,966.4673,1079.8243,954.9981,946.7248,659.6138,790.2151,1000.0000,999.3838,951.5488,1381.4215,1296.2127,555.0078,1001.7456,1002.2272,864.3196,956.7084,1150.0000,562.6479
8.290,984.9421,1002.0610,1049.3348,1139.2048,990.5024,1001.5850,1021.8789,1076.5303,976.5546,981.5536,1062.9010,1173.1875,958.5033,966.1780,958.1180,1271.4515,950.1305,1106.2578,1068.8892,973.1670,964.9080,982.7229,993.6754,1055.5991,1054.5672,1142.9681,1090.2216,973.3852,1082.3514,971.1460,1052.3267,1006.4416,969.3122,1011.3968,996.5111,998.2036,961.7452,1011.1019,996.9403,947.0249,960.1409,967.8928,979.0933,303.1657,958.8288,980.7698,1027.7060,1017.2763,679.6827,1251.8198,760.5313,811.9016,1022.9265,981.3651,978.3525,1207.8646,814.9254,888.9551,959.8686,1214.7427,1160.0000,973.3282,957.8292,952.8737,1129.3250,1181.9298,1046.9887,968.1047,963.3302,913.6070,1225.1815,995.3789,1008.1010,1026.9601,935.5032,1157.6203,1091.8995,1008.8237,964.8623,1072.7973,960.6738,956.3814,660.2437,797.0579,1000.0000,1000.0068,956.4344,1377.0092,1294.1722,555.2842,999.9160,1000.3768,877.0016,933.7519,1150.0000,596.3298
8.300,979.6961,1001.9547,1045.4905,1145.4078,990.0516,999.7732,1014.6850,1072.0154,974.4455,979.3301,1062.6882,1177.2961,960.5538,971.2735,954.2047,1264.1899,942.7429,1098.0668,1064.6226,964.7459,951.1682,976.2156,990.8372,1047.9713,1052.7859,1147.1176,1081.5292,965.9641,1071.4993,967.1080,1046.6438,993.0157,954.5714,1005.9418,994.2029,986.6241,961.2033,1010.3773,997.3679,952.3072,956.4890,957.8161,959.0174,281.9986,963.2358,968.3839,1027.3714,997.2842,682.8657,1257.3355,769.0653,821.8632,1025.3957,971.3227,967.3850,1212.3382,811.0575,911.3772,961.6778,1213.5598,1160.0000,957.1155,952.8651,959.3546,1129.4563,1173.7011,1027.9573,959.8364,957.3022,921.3122,1224.8705,956.8150,1006.2987,1029.8704,934.9395,1154.3463,1092.7327,1002.3219,954.4160,1066.6689,956.3306,950.2800,661.0056,799.2797,1000.0000,999.5662,952.4517,1377.7595,1296.9876,550.0752,997.5768,1001.5638,870.6046,962.0450,1150.0000,586.5731
8.310,983.3427,998.1188,1051.5582,1153.2579,977.9640,995.4244,1014.6850,1067.2003,978.3373,977.4829,1062.8088,1174.3543,965.0903,974.3543,954.7125,1270.7313,952.1935,1103.6276,1059.3502,969.1491,974.3523,977.4981,996.7531,1051.0613,1047.5092,1145.9329,1072.0667,972.5709,1068.9595,1029.0685,1040.7126,1001.9126,961.5865,1008.1961,985.7180,997.7313,974.7381,1009.2918,994.8156,955.9634,956.9651,970.4689,988.6277,319.3323,952.4930,967.6866,1021.4007,999.8512,679.5419,1251.7222,765.2687,827.7435,1013.1081,978.7461,971.3648,1209.2041,801.4946,910.4827,956.7238,1209.0892,1160.0000,970.5814,955.2065,962.2576,1120.5164,1167.3453,989.8207,950.6059,953.2746,921.3085,1220.1968,1011.6375,1006.2152,1029.3488,932.2074,1151.6737,1089.0730,1008.6979,963.8131,1063.3539,962.9349,952.4029,663.0578,790.0350,1000.0000,999.4396,959.7679,1374.9340,1298.7326,548.1376,995.7638,999.6562,875.9530,970.4215,1150.0000,587.1323
8.320,982.2170,1003.0923,1043.6624,1162.5135,988.5588,994.8195,1016.6934,1064.2925,985.1150,982.8027,1058.6380,1164.4927,959.8851,956.5399,956.2027,1261.9888,957.0414,1099.3507,1058.7273,960.3213,961.0476,977.3668,991.8742,1037.6714,1049.0653,1135.3223,1072.2031,959.5157,1072.5862,1066.1882,1040.0482,1001.2753,969.7246,997.4448,987.2567,987.7791,964.7181,1009.6167,1001.6873,957.8509,958.0094,957.8158,1018.4237,295.9411,949.5393,965.7140,1005.4766,1011.3536,679.6026,1265.8565,758.9862,808.2032,1018.9920,982.6625,969.1747,1206.8950,807.9525,904.6225,967.9430,1210.6589,1160.0000,963.6784,954.3780,950.5615,1132.6034,1177.6248,948.8349,956.4672,963.5222,913.2114,1223.7343,983.5344,1005.9563,1020.8618,937.0228,1157.7761,1080.7037,1008.6665,964.4110,1067.2233,953.4814,955.8392,652.0035,797.0884,1000.0000,998.4734,950.9747,1378.1026,1296.3442,552.8810,1000.1562,1000.1788,878.9995,960.5158,1150.0000,600.8565
8.330,977.3113,998.5859,1039.3854,1162.3929,983.0923,998.3270,1019.6609,1061.2496,1023.8340,978.0555,1054.5712,1149.6815,957.6328,954.2765,961.4830,1252.7999,958.6696,1088.6599,1050.9680,961.5457,957.1768,980.2575,998.7077,1040.9294,1049.0542,1131.1637,1075.8931,970.4961,1059.5529,1085.9599,1048.4186,1003.1029,957.6719,996.2775,993.5745,996.8709,970.9562,1005.0388,999.1552,962.6321,952.3773,959.1325,972.3042,287.8235,960.3141,972.2261,1029.3261,1008.8810,672.6963,1255.7498,758.5700,814.9707,1011.5546,969.6613,973.0184,1211.5233,801.4004,899.6905,957.9220,1212.4452,1160.0000,970.3264,955.2231,958.0052,1126.1807,1172.9257,963.8833,952.2776,961.6098,912.2513,1222.0691,948.9998,999.4922,1020.6177,935.5917,1149.2975,1075.7752,997.2560,971.0599,1057.9855,962.0246,955.9966,650.8509,791.6471,1000.0000,1001.1847,948.6148,1381.2122,1300.3126,553.1345,1001.4641,998.8284,873.1419,957.8947,1150.0000,586.6137
8.340,980.5937,998.7251,1036.3718,1158.2459,985.6501,992.3390,1013.5080,1058.0915,1041.7064,982.6487,1050.3758,1153.3462,955.9150,954.5097,963.1396,1253.6264,955.2107,1091.9559,1050.0796,960.5034,973.2079,978.1910,998.5006,1034.2896,1040.9979,1131.0784,1132.5990,963.8982,1064.9661,1118.6227,1032.6713,986.2804,952.8826,995.9765,981.0412,992.9926,979.8546,1009.3416,996.8619,957.2838,960.3554,961.9895,971.6364,298.0547,949.3933,978.8120,1049.5574,991.4134,677.0517,1256.4261,762.0337,818.7522,1023.6311,972.6665,976.3977,1204.9958,800.4098,906.2131,965.1311,1210.0775,1160.0000,955.7069,949.5358,958.8250,1122.6935,1171.1444,1030.8464,958.2912,964.6820,922.1429,1221.9840,973.9563,1003.2451,1020.0616,934.4185,1149.9874,1082.9361,1000.1333,966.0461,1059.0733,950.9352,953.4017,662.2094,805.8091,1000.0000,1000.7283,960.0418,1373.1491,1299.9724,548.8361,1003.2061,1001.8017,882.6164,967.0067,1150.0000,595.1291
8.350,978.5596,995.1092,1035.1584,1161.4849,977.8986,994.8352,1012.3195,1049.1031,1060.2102,975.1187,1054.2060,1144.0484,963.5379,957.2694,948.5639,1261.5882,944.5976,1085.8806,1046.7106,965.1011,968.1402,969.1802,986.7567,1035.6324,1042.4982,1117.8712,1159.8432,960.8265,1054.6274,1122.3177,1032.6742,1002.5198,951.8912,993.0664,986.8191,987.7653,957.5011,1005.2789,1012.3510,961.3606,957.2074,963.2280,944.0749,298.2979,961.2484,975.3188,1008.3656,1012.7520,680.8589,1262.5086,753.7501,806.5254,1017.1929,978.4115,984.5510,1212.6081,813.6279,903.0319,964.2219,1202.5113,1160.0000,969.4545,955.3078,955.7241,1123.7701,1167.0386,1033.6964,948.5447,964.3631,911.2694,1226.7414,959.2971,996.4407,1013.5016,930.0632,1145.0453,1077.0937,998.4705,968.1063,1045.1646,953.0096,968.0743,667.1090,799.2635,1000.0000,1001.2495,947.2348,1385.1852,1295.2224,548.8844,997.8880,997.4925,874.1173,943.7530,1150.0000,601.2752
8.360,977.4864,997.8953,1032.4960,1158.2417,979.5306,993.3309,1007.9023,1044.6533,1068.2530,974.8063,1050.7589,1141.9634,959.0939,962.4978,957.8313,1244.2949,953.2885,1079.8833,1047.6942,959.5041,972.6333,974.0842,976.8693,1024.8154,1044.3941,1119.7274,1185.9399,963.8219,1063.8811,1125.9853,1020.7415,998.7302,968.0388,981.7143,990.6116,996.4148,953.9349,1007.3012,999.1476,962.5432,954.4891,958.9845,969.2483,297.9171,957.8988,1003.3798,1025.2008,993.8978,671.6804,1257.2279,760.4948,817.3450,1010.9772,982.0640,976.4181,1210.4477,812.5045,904.0025,955.7858,1206.5674,1160.0000,961.3090,947.4888,963.7216,1126.2524,1164.7158,1009.0845,953.0713,966.8119,913.8647,1222.8479,1017.9987,993.9523,1025.8093,930.5515,1141.8319,1075.1688,1000.2092,956.7786,1046.8225,945.8160,963.9459,658.9953,792.3385,1000.0000,998.5233,956.0451,1377.1609,1302.6175,548.6291,1001.9500,1003.1412,877.7512,954.3740,1149.3541,605.1635
8.370,973.5893,995.5278,1029.5764,1156.1337,981.3869,993.5583,1006.8084,1041.7297,1079.2028,979.7400,1045.6060,1141.4146,961.1458,961.1534,951.8613,1248.9567,945.5750,1074.3423,1041.2551,966.0390,960.7492,978.8735,990.0633,1031.6313,1041.0175,1112.6503,1204.7531,961.6036,1054.3402,1122.1187,1033.8104,983.0382,960.3539,981.2140,986.5393,989.2149,971.5534,1000.2962,994.8756,954.2046,958.0678,965.6273,988.5569,296.3053,953.2650,1034.7932,1021.9044,1001.4598,682.5292,1264.4708,760.0535,808.1745,1014.4312,983.5484,975.6387,1210.6699,810.0758,904.9690,959.3336,1214.9798,1160.0000,968.9689,954.9447,960.1007,1125.0404,1161.0048,946.0021,955.1204,966.1420,915.5421,1226.7442,926.7199,993.9994,1007.4787,933.7726,1146.5382,1067.1170,993.5018,967.5617,1046.6268,951.1522,957.7310,659.4159,788.9865,1000.0000,998.2296,952.9899,1376.2162,1299.2948,552.1000,1000.0540,1002.6810,882.8584,959.8362,1147.4766,618.1296
8.380,985.3830,988.7296,1030.8314,1153.2115,986.6435,993.7179,1006.0116,1047.8006,1078.3335,975.1902,1047.7359,1135.9421,955.4805,960.7333,962.1532,1238.6023,964.2002,1076.5134,1038.1218,964.0616,957.9624,969.7748,986.4809,1017.5238,1025.9864,1114.8877,1211.4131,963.8242,1052.1213,1125.5457,1024.6368,999.4689,963.7896,984.4115,984.6794,981.3763,951.5794,1002.7930,1007.6438,968.6526,957.0398,961.4793,980.0115,310.8226,953.5872,1064.5084,1013.4335,1016.0006,672.0556,1256.5649,764.4899,812.2971,1021.1810,979.3555,981.8469,1220.6792,808.9256,904.5896,967.6094,1203.6638,1160.0000,958.7053,951.6965,960.7834,1126.5227,1153.2082,949.6947,941.6504,978.5186,908.1137,1225.8572,1045.4772,990.9214,1007.6480,926.3676,1146.5752,1066.3468,992.2147,963.2438,1039.5664,955.2414,960.3710,654.3162,792.3730,1000.0000,999.8593,954.2012,1379.3269,1301.9384,557.7936,998.8625,998.0294,886.1102,952.1546,1144.3442,601.9010
8.390,985.1780,998.6342,1025.5214,1143.0332,984.8670,988.9281,1003.4748,1037.9490,1079.3951,971.8710,1038.7149,1126.5901,951.4577,962.9569,963.6527,1224.6195,1015.4179,1067.4104,1034.0803,956.7733,959.8493,970.4683,977.5188,1027.7750,1035.0688,1105.1176,1209.7689,962.7100,1050.0076,1133.2985,1021.8069,987.7490,957.2757,989.2867,975.9262,997.8060,975.3745,1001.8431,996.6124,956.3424,956.6492,967.2370,959.3888,288.4616,955.5109,1062.5010,1028.9116,1000.0696,678.8117,1258.8669,759.9384,817.3581,1021.9162,968.1432,976.9453,1210.9872,804.2633,909.5751,969.5263,1209.0508,1160.0000,963.2021,952.6800,968.4044,1124.4645,1150.7005,999.6389,949.4072,964.2991,921.9529,1227.3046,981.4190,990.4006,1009.9670,922.0474,1140.0943,1058.1725,993.3462,957.2018,1039.3771,958.6972,969.5378,658.5508,795.5372,1000.0000,1000.7835,953.8891,1379.5187,1303.8928,543.3616,1002.5784,1001.3716,888.6007,947.8939,1136.6036,575.6985
8.400,978.0664,993.3616,1028.6129,1139.0707,978.9183,986.3930,999.3171,1037.2766,1074.5928,979.0559,1047.0591,1122.5367,956.0143,954.0312,959.0486,1233.7809,1053.7923,1070.8143,1029.6753,967.6425,963.3936,968.7865,987.4985,1013.9271,1029.8859,1103.9380,1219.0404,963.4947,1050.4268,1127.8089,1019.8313,997.5551,959.4533,985.4309,977.2074,996.6439,963.6958,1007.6422,997.1411,954.6340,957.4982,956.4682,960.4628,285.4128,952.1445,1076.1663,1039.7004,999.8871,675.5894,1259.0534,753.5382,806.1620,1019.8270,979.5385,984.6684,1205.5090,803.3664,903.5196,969.8658,1207.5383,1160.0000,962.3544,964.9099,968.5391,1134.9065,1153.5966,1051.9000,954.3066,955.8767,913.2476,1224.0437,968.9584,997.1770,1006.4939,929.9232,1138.7227,1060.1287,991.0345,960.5082,1037.5602,959.4681,955.0090,656.4650,788.2072,1000.0000,998.6573,957.2097,1377.4021,1307.1623,540.9895,998.8082,997.9802,885.1097,960.5230,1125.5267,582.7014
8.410,980.3099,991.1902,1027.5443,1134.3841,977.7544,984.4325,998.8945,1030.5265,1082.6510,975.0357,1035.2523,1123.7187,962.7954,959.0724,954.4322,1224.6352,1068.6315,1060.3359,1040.8918,960.1595,964.7249,967.7784,989.9980,1021.7630,1021.1269,1097.4885,1210.5603,959.5960,1048.2682,1129.6300,1019.8167,983.3025,971.9436,1009.9447,973.5511,996.2845,966.4307,1011.8920,999.6297,960.7019,951.5801,963.0321,958.9861,277.7232,952.1925,1088.2836,1022.0311,999.7998,671.1923,1265.1355,753.7410,810.4419,1015.6340,983.5141,975.8583,1208.5813,803.8399,905.3656,959.0608,1199.0310,1160.0000,961.8280,951.7036,962.8362,1131.7264,1153.6443,1038.6800,949.1528,956.7701,916.6144,1225.2486,943.0064,987.9567,1010.2803,932.0861,1135.9815,1064.3665,991.7180,966.6245,1057.2434,956.8205,971.1828,658.8482,789.8413,1000.0000,1000.7013,956.4107,1376.7092,1301.5012,540.6012,1000.8504,1000.3647,889.3271,1015.1095,1098.3890,592.3423
8.420,978.2905,994.2138,1022.7827,1133.3865,981.1156,990.2309,1002.3847,1030.5997,1076.7076,973.8792,1041.4077,1108.2375,954.7165,957.1825,958.2787,1223.0041,1079.3608,1060.9662,1031.5515,957.8976,962.5614,967.4379,987.2433,1016.4068,1017.4729,1101.0224,1210.4406,963.6652,1043.1603,1119.0056,1022.9461,990.1070,962.9868,1036.9535,981.1982,971.7319,977.9417,1006.9474,1005.0234,955.6513,950.1004,966.8188,988.4560,307.3175,962.0327,1080.9636,1033.3208,1016.6178,663.5247,1255.5709,759.5072,802.0091,1010.4852,973.7675,985.7892,1210.3119,802.9562,913.7958,972.2966,1201.4865,1154.5237,968.3984,949.7704,978.6144,1126.9104,1142.7322,989.3355,944.7939,968.9500,928.7378,1224.0518,977.5908,989.5483,996.3330,926.5319,1130.8352,1060.2484,993.3757,963.0701,1080.8090,964.1832,964.5182,658.6234,789.5470,1000.0000,999.2679,942.0335,1380.2720,1303.3106,545.9816,1000.7207,997.7139,890.0165,1122.1529,1116.0837,584.3548
8.430,981.0772,984.2450,1019.9976,1124.3888,978.6782,988.5866,992.2274,1030.1843,1075.6732,979.7952,1034.9919,1109.7731,954.5055,946.2034,953.2723,1208.1492,1076.2834,1049.6414,1022.5912,959.8704,962.6168,959.5333,978.9826,1022.2671,1018.5738,1086.1373,1199.8355,964.7796,1045.3316,1117.9172,1024.6606,996.8874,955.8369,1037.7990,968.4734,989.3257,972.1329,999.5000,999.2724,953.4050,961.9359,958.2106,978.0201,280.5019,959.7157,1088.1537,997.7032,999.3324,681.2572,1257.9055,758.1588,805.0446,1012.3362,971.2097,976.2260,1204.1869,803.2472,907.5849,966.4928,1205.1963,1154.0192,960.0008,948.7915,979.4565,1132.3451,1153.8737,935.7262,954.6682,970.8983,919.3892,1218.9688,927.2573,987.3976,1003.4436,929.8152,1129.4155,1051.7496,988.0546,959.0519,1094.4941,960.6369,962.4467,655.5064,796.4393,1000.0000,1000.5267,952.5526,1377.8762,1305.3246,547.5905,997.7706,996.7235,889.6111,1074.8641,1108.9245,593.9304
8.440,985.3848,993.6044,1023.2012,1125.5148,979.4410,989.7202,999.0816,1022.5169,1064.5862,1019.3568,1034.9657,1105.6283,962.8434,962.5785,950.4063,1202.4803,1083.8920,1052.1839,1009.7288,960.2899,964.4442,971.4123,986.3929,1010.3555,1018.1675,1081.1984,1195.6195,961.0926,1039.3051,1115.7494,1017.8050,993.6853,958.1157,1050.7841,974.7697,973.5371,960.0205,1009.0783,1006.2689,956.1847,960.9532,961.9406,952.1984,285.1934,953.2520,1089.6099,1013.5675,1010.0103,711.9125,1265.4136,749.9994,795.8464,1029.2700,971.5988,984.3425,1203.5761,802.0778,910.2153,970.7099,1202.6100,1147.3341,963.9806,937.6163,979.8808,1121.7602,1179.9736,978.5879,951.3480,968.8723,923.2894,1224.6112,996.6956,985.7412,999.6790,928.0756,1137.4500,1053.1270,993.5265,956.9119,1100.3591,954.1929,966.5779,659.9680,790.7836,1000.0000,1000.2245,947.4868,1371.3251,1307.6071,540.5595,999.5510,998.5767,889.3554,986.9569,1107.9663,586.3581
8.450,981.1167,992.3717,1021.7625,1117.4105,979.7391,984.0170,996.0883,1023.8723,1070.3177,1038.0976,1032.7523,1105.0215,958.2371,984.2168,950.4301,1205.0497,1073.5297,1051.8558,1019.7010,958.8873,951.1601,963.9616,979.6486,1011.4332,1007.5800,1083.3148,1192.9680,962.9375,1035.0422,1110.5505,1006.3457,985.2962,963.0699,1048.6859,973.4644,977.4485,977.1163,1003.5930,1000.1748,961.9731,958.3007,955.9306,933.5094,280.7023,957.3148,1082.9747,1025.3301,982.8771,740.4750,1268.1087,761.4601,803.7674,1059.8143,1006.9834,1002.9979,1221.9725,798.8100,942.6381,959.2502,1229.2276,1137.7646,963.0707,949.3919,977.1474,1128.9147,1199.3940,1020.9471,955.9276,968.0237,920.2972,1226.1662,1006.3617,984.3323,992.1148,924.2130,1133.2152,1057.6208,989.2712,959.2448,1103.3571,952.9843,979.2813,686.9124,789.4859,1000.0000,999.8202,959.6639,1379.6919,1311.3393,542.1519,998.3032,998.7171,892.2019,979.0657,1097.6077,570.4786
8.460,979.2552,986.1049,1020.5699,1112.5427,977.7870,982.6732,1001.2605,1026.3332,1063.7530,1051.3086,1036.6924,1096.6238,957.0556,998.6575,951.0186,1202.4623,1066.5723,1052.3427,1015.5806,957.3132,969.2496,959.8406,979.5260,1007.2566,1008.0683,1069.1150,1186.1275,951.3209,1027.7866,1103.5185,1008.3191,983.7839,978.2542,1055.5388,999.8758,972.6467,969.5226,1008.0877,995.2918,955.7570,963.5251,970.5650,983.0089,295.5716,952.0310,1087.4230,1016.5994,1006.3848,747.5526,1264.4456,800.2033,816.0008,1083.9604,1040.0397,1041.1229,1258.9821,809.6787,977.0302,986.8115,1263.5082,1133.8832,954.8373,966.8580,979.6668,1127.4957,1218.1922,1045.9750,986.6858,967.4215,915.2658,1221.4386,989.4206,977.3654,998.9430,933.9589,1127.0460,1054.5044,990.5401,982.5065,1098.2077,954.8178,998.1079,696.1298,797.6107,1000.0000,1001.8538,953.6712,1374.5691,1306.4480,537.4720,1001.5682,993.1612,904.0700,993.9951,1094.7669,601.9010
8.470,981.9874,991.2876,1019.3977,1115.5616,985.3974,981.8601,993.1748,1015.4563,1061.9376,1064.2109,1022.9556,1094.1756,954.1357,1015.9083,953.3301,1194.5171,1065.5101,1044.0713,1005.4351,976.2941,992.0419,965.1327,975.6799,997.6887,1010.2151,1072.2290,1180.4483,964.4358,1027.7826,1096.7783,1009.2250,987.9697,952.8030,1054.6853,1022.9445,979.1952,981.5444,1004.2513,998.9230,953.6892,961.7889,963.6101,971.3507,307.6478,955.1690,1083.5467,1017.2640,998.1946,771.2081,1302.4956,811.3341,847.8269,1098.7653,1065.2225,1055.0148,1288.5200,800.1421,997.9390,1011.7326,1276.3636,1134.8886,963.0915,989.0804,971.3307,1130.0687,1234.9621,1008.2158,1008.5600,968.7268,917.2441,1223.3029,973.3058,989.0024,997.8737,922.9047,1125.7962,1055.7040,987.4293,1013.1445,1110.2421,954.3519,1007.6808,707.1735,782.6515,1000.0000,1000.7416,987.7613,1382.2400,1308.3828,541.2781,1000.1741,1001.9060,898.0068,1017.7929,1093.4928,610.2096
8.480,977.5743,986.5065,1017.6631,1104.1835,1028.7732,985.7053,991.0723,1017.3554,1054.7699,1077.7726,1033.0386,1104.1110,951.3514,1024.9282,950.6301,1190.5889,1059.3643,1030.9888,1014.0038,1021.1446,1026.3404,959.0809,982.3677,994.0077,1009.3152,1053.5006,1173.7994,965.1023,1028.9664,1102.7582,1006.5597,974.5901,965.0487,1049.7077,1040.2929,982.0592,988.4898,999.6726,1011.3793,962.5898,972.3067,953.4428,990.9861,285.3348,961.3845,1080.8154,1015.6096,994.4020,776.0216,1320.0678,833.8999,863.3485,1101.7077,1078.0232,1076.5900,1302.8322,816.6702,1010.3125,1036.2896,1288.5341,1123.6149,958.7849,1002.8026,984.4323,1128.0340,1227.5060,962.6970,1030.7322,957.6836,921.9028,1221.8547,1015.6509,978.8918,989.1028,933.9980,1122.7080,1047.5495,985.8139,1034.1921,1108.4147,966.2324,1013.6384,712.5128,776.0848,1000.0000,998.8736,1009.2312,1374.6783,1307.9359,534.8883,1000.9268,1001.2505,901.6464,1093.2575,1085.4451,574.0762
8.490,973.4137,984.1951,1015.8195,1101.2438,1059.1757,985.8624,993.5492,1013.0734,1052.1100,1074.0339,1026.7179,1093.2275,1007.5721,1020.5094,951.1459,1185.5382,1048.4313,1034.3521,1005.9724,1035.9257,1058.7586,961.4501,979.2677,999.1582,1008.6878,1068.1715,1172.3800,961.3469,1017.3128,1090.6823,1003.1216,979.6481,973.6663,1046.9088,1037.2753,988.5290,1000.2654,1001.5379,1000.7773,957.9408,950.2474,957.6998,1003.5191,280.9016,942.9167,1073.5918,1012.1550,991.9680,781.2106,1346.9157,848.0169,884.4525,1115.5670,1080.6430,1081.7067,1306.2252,854.0134,1014.5738,1050.4131,1309.1802,1115.0349,966.1097,1014.5252,976.4435,1122.2743,1239.6338,961.3717,1035.3789,968.6382,919.9746,1219.4155,966.5900,982.0428,991.5304,930.8267,1119.4496,1043.3473,984.1303,1039.7692,1102.6644,959.6751,1025.6111,709.8389,785.4372,1000.0000,997.8004,1023.3636,1376.6914,1313.1756,533.5949,1001.3386,997.7255,911.8363,1154.9122,1066.7447,572.0436
8.500,980.6497,991.4794,1011.0798,1095.0196,1080.5618,986.1255,991.9134,1016.1424,1046.6144,1075.7255,1027.7078,1088.0407,1063.4677,1021.5926,957.4450,1181.3290,1045.0656,1036.0827,1006.7156,1058.0414,1058.2386,960.0863,979.1835,998.3101,1004.7995,1059.5978,1159.6236,962.3983,1028.8137,1094.6431,994.2366,991.7005,942.4994,1050.6169,1065.8278,968.4628,992.0599,998.5735,1007.9672,961.1957,959.4808,956.4537,983.8241,288.4390,958.6796,1066.8250,1012.2914,1018.0494,786.2042,1362.4876,860.3369,889.1201,1120.8040,1089.6901,1097.2657,1315.2891,864.7018,1031.3225,1059.8466,1309.9311,1110.6005,957.9089,1016.7874,981.6627,1121.8849,1241.2469,987.5020,1041.7422,964.8419,922.9245,1218.8660,898.2044,983.3045,985.1357,921.3725,1125.0230,1050.2209,985.9399,1054.2120,1099.9054,946.6251,1032.9184,720.0514,782.8580,1000.0000,1000.1599,1026.8893,1373.6283,1306.6435,536.3505,999.8766,1000.3219,907.9839,1189.5243,1078.2149,558.5417
